Song_ID,Artist,Genre,Popularity,Duration_ms,Tempo,Energy,Danceability,Album
Song_8741,Ed Sheeran,Rock,95,238109,164.5948374,0.3769955315,0.2285236715,Lemonade
Song_51,The Weeknd,Folk,11,199381,163.0686637,0.005782337952,0.6774201514,Purpose
Song_421,Ariana Grande,Country,19,292710,54.91821446,0.3373191448,0.06344255928,"Thank U, Next"
Song_2431,Taylor Swift,Hip-hop,25,183170,112.6734078,0.3150519919,0.1193257505,1989
Song_5352,Kendrick Lamar,Indie,70,259611,117.6479632,0.7984619375,0.408520005,Divide
Song_6871,Lady Gaga,Indie,11,268017,87.8125751,0.7534927894,0.6038933414,Purpose
Song_8156,Ariana Grande,R&B,7,203278,100.7745293,0.9998042216,0.02676739836,Scorpion
Song_747,Coldplay,Jazz,22,196977,89.18102832,0.3408255622,0.3236612024,After Hours
Song_2253,Rihanna,Indie,43,268596,195.3559707,0.2305856392,0.7091541998,"Thank U, Next"
Song_2922,Kendrick Lamar,Hip-hop,76,243931,52.26817011,0.5316057229,0.1361871401,Scorpion
Song_3209,Shawn Mendes,Jazz,14,160359,92.26412477,0.6798300963,0.5197276071,"Thank U, Next"
Song_3368,Post Malone,Folk,30,203784,67.25956465,0.2397132843,0.4509641432,the bottom
Song_4184,Rihanna,Folk,36,228059,197.5275993,0.3731808386,0.1889020066,1989
Song_4233,Drake,Rock,88,189973,66.10398385,0.6941612624,0.2593669306,the bottom
Song_4674,Billie Eilish,Jazz,36,170966,146.5537637,0.7943999154,0.08972011332,Purpose
Song_5026,Coldplay,Reggae,78,281924,80.47131612,0.4657306125,0.4333910458,Purpose
Song_5128,Shawn Mendes,Jazz,65,183461,127.711218,0.9043960084,0.6343000539,"When We All Fall Asleep, Where Do We Go?"
Song_6536,Justin Bieber,Rock,98,291989,53.94320161,0.5713438071,0.5026251728,Hollywood's Bleeding
Song_9068,Kendrick Lamar,R&B,83,232900,182.4943999,0.07642743888,0.6833252019,Purpose
Song_9358,Shawn Mendes,Hip-hop,55,265523,130.161792,0.5477653332,0.664851389,"Thank U, Next"
Song_920,Shawn Mendes,Country,61,197498,134.9978405,0.4988673584,0.5788563394,Scorpion
Song_1248,Lady Gaga,Hip-hop,60,174942,78.56872191,0.5686630755,0.03068834986,After Hours
Song_1438,Shawn Mendes,R&B,1,179720,160.0020241,0.9923180363,0.04574428658,Purpose
Song_1535,Post Malone,Jazz,79,198953,154.2824923,0.4259368079,0.8896424096,Divide
Song_6639,Kendrick Lamar,Hip-hop,7,157183,119.0096655,0.1536108181,0.009402702946,Purpose
Song_7411,Imagine Dragons,Electronic,62,190059,120.8075039,0.4034559735,0.9849539944,Lemonade
Song_8875,Kendrick Lamar,Folk,53,190091,64.2698622,0.316533983,0.0390709966,"When We All Fall Asleep, Where Do We Go?"
Song_1140,Coldplay,Reggae,42,200657,86.27849148,0.8067234103,0.445909961,1989
Song_1153,Sam Smith,Country,39,192500,82.56312966,0.3136648889,0.07574284494,the bottom
Song_1566,Adele,Indie,91,211329,158.3459645,0.4418750091,0.3467171937,"Thank U, Next"
Song_3080,Coldplay,Pop,49,231662,87.04197858,0.5989382484,0.7074037838,1989
Song_3296,Rihanna,Pop,6,271108,183.6670662,0.4393643233,0.7932851497,"Thank U, Next"
Song_5246,Imagine Dragons,Folk,31,212714,124.3482508,0.149849758,0.2083998736,the bottom
Song_6380,Shawn Mendes,Reggae,47,294058,105.3322388,0.1328348852,0.7883355277,Scorpion
Song_6381,Ed Sheeran,Indie,19,295062,99.20949369,0.07458199875,0.7778693711,Scorpion
Song_7801,Sia,Pop,94,282975,186.6695985,0.9207395333,0.579082763,"When We All Fall Asleep, Where Do We Go?"
Song_8101,Imagine Dragons,Country,24,283889,62.41195517,0.4505958928,0.1381576563,"When We All Fall Asleep, Where Do We Go?"
Song_8220,Lady Gaga,Electronic,16,246476,148.8385563,0.2262889373,0.2943356656,the bottom
Song_8283,Justin Bieber,Jazz,79,154935,161.0741181,0.8254806486,0.1130557365,1989
Song_8561,The Weeknd,Folk,12,250430,146.8580209,0.1671695452,0.04899802325,Chromatica
Song_8750,Justin Bieber,Country,37,215211,176.0495382,0.398254849,0.5027524979,Lemonade
Song_9760,Ed Sheeran,Country,75,229651,168.6332621,0.3613734079,0.4865069965,"Thank U, Next"
Song_9888,Sia,Hip-hop,94,241232,158.489629,0.8328589437,0.2953812315,Lemonade
Song_94,The Weeknd,Reggae,7,259190,195.5319841,0.8368287817,0.1602180893,"When We All Fall Asleep, Where Do We Go?"
Song_2263,The Weeknd,Indie,90,176832,74.63398389,0.1692088083,0.2029959562,After Hours
Song_2575,Imagine Dragons,Hip-hop,4,236553,89.46570191,0.7596216031,0.9601086956,"Thank U, Next"
Song_4043,Adele,Jazz,11,222674,150.9598336,0.2848961363,0.1758191358,"Thank U, Next"
Song_4050,Ed Sheeran,Indie,70,288638,70.88508457,0.07582477774,0.07569320032,After Hours
Song_4221,Post Malone,Folk,40,233955,132.5709271,0.8507188273,0.1649688252,Lemonade
Song_9373,Shawn Mendes,Reggae,61,213147,187.0618031,0.4111980601,0.3984912004,Scorpion
Song_9737,Imagine Dragons,Reggae,74,196612,117.5340107,0.8439758807,0.7732128129,After Hours
Song_665,Ed Sheeran,R&B,5,269444,57.33938368,0.3042304553,0.6356685204,Scorpion
Song_1165,Shawn Mendes,Rock,3,184021,75.52878214,0.1817529432,0.5824696999,Chromatica
Song_1346,Kanye West,R&B,99,274974,62.45482967,0.202577076,0.5652596257,Divide
Song_2877,Justin Bieber,Country,20,258062,178.3254238,0.6271918342,0.3208886245,Lemonade
Song_2892,Drake,Country,95,217088,134.573373,0.4360179821,0.8881541875,Divide
Song_4477,Sam Smith,Indie,71,258221,102.8442714,0.4388808093,0.3410835947,Lemonade
Song_4944,Rihanna,Pop,34,271496,136.3326805,0.09229746213,0.3196508831,Hollywood's Bleeding
Song_5195,Imagine Dragons,Jazz,57,296611,130.1038543,0.1939949632,0.4130518757,the bottom
Song_6314,Justin Bieber,Folk,8,186176,129.9703271,0.2790453863,0.1912899925,Scorpion
Song_6378,Bruno Mars,Indie,3,233241,177.4145763,0.9634574305,0.9571761033,After Hours
Song_7919,Post Malone,R&B,38,286925,51.3600374,0.5141855871,0.9132251001,Lemonade
Song_8386,Shawn Mendes,Folk,13,257378,93.99210079,0.03890601565,0.1025982741,Hollywood's Bleeding
Song_9749,Bruno Mars,Pop,2,200903,161.546023,0.6475464138,0.8013453077,Divide
Song_9867,Kanye West,Folk,36,241457,175.6052029,0.8618762166,0.4307603425,After Hours
Song_276,Sam Smith,Country,63,229284,136.0646861,0.8419041747,0.1773657302,Lemonade
Song_1851,Kanye West,Hip-hop,58,237589,71.9296537,0.2316942556,0.1532492753,Purpose
Song_2651,gracie abrams,Indie,92,164996,85.28749593,0.6699156879,0.118139882,Divide
Song_2912,The Weeknd,Indie,10,156170,159.3721084,0.1599591521,0.4599603868,Divide
Song_4586,Ed Sheeran,Jazz,64,212116,181.004414,0.3092258416,0.114746898,Lemonade
Song_5173,Beyoncé,Electronic,84,198600,184.0277661,0.01736383991,0.4273833986,the bottom
Song_5311,Justin Bieber,Jazz,11,192096,64.72589235,0.2039132932,0.1966814949,"When We All Fall Asleep, Where Do We Go?"
Song_5404,Lady Gaga,Rock,50,208964,97.61988975,0.9148040588,0.7571008435,"Thank U, Next"
Song_5440,Justin Bieber,Country,73,294045,142.2994701,0.5233422523,0.7291424857,Lemonade
Song_6542,gracie abrams,Indie,29,273734,119.5717867,0.3539997427,0.1183625258,the bottom
Song_6611,The Weeknd,Pop,45,212937,189.8208853,0.5868104211,0.4586068715,Hollywood's Bleeding
Song_8607,Billie Eilish,Indie,30,277651,60.70672441,0.1038339743,0.06579059354,"When We All Fall Asleep, Where Do We Go?"
Song_15,Post Malone,Reggae,26,226898,197.0730645,0.7584970953,0.1176661881,Chromatica
Song_102,Ariana Grande,Hip-hop,47,172182,58.73810723,0.2138992259,0.7885774313,Divide
Song_473,Bruno Mars,Pop,48,203340,125.5079318,0.538168053,0.9895953441,Lemonade
Song_832,Ed Sheeran,Rock,10,234314,109.5730141,0.3325809297,0.5439786621,"When We All Fall Asleep, Where Do We Go?"
Song_2195,Post Malone,Hip-hop,3,258804,195.8184696,0.6553634742,0.9316255344,After Hours
Song_2731,Ariana Grande,Pop,66,284139,163.3482804,0.7915069537,0.7827137011,Scorpion
Song_5586,Kendrick Lamar,Rock,5,150317,146.1987455,0.5947672289,0.5498146868,Divide
Song_6642,Justin Bieber,Indie,21,279918,101.7722053,0.2719199551,0.5509765679,the bottom
Song_7909,Kanye West,Pop,41,193028,106.0573154,0.7182469052,0.4955653993,1989
Song_8791,Ed Sheeran,Rock,88,220232,94.99930781,0.003709308609,0.7182982343,1989
Song_22,gracie abrams,Rock,78,210118,101.0097879,0.9573636907,0.3495344639,After Hours
Song_1295,Kanye West,Electronic,44,212276,173.4470957,0.002122118183,0.5047265378,Divide
Song_1413,Ariana Grande,Country,71,216104,126.5229637,0.9009946214,0.3512452219,"Thank U, Next"
Song_1925,Kendrick Lamar,Reggae,20,235852,179.9794973,0.1614245263,0.2440804028,Hollywood's Bleeding
Song_2667,Beyoncé,Electronic,70,246557,65.05460434,0.6924883551,0.7226417565,Lemonade
Song_3455,Lady Gaga,Rock,59,198657,188.0786937,0.3351809596,0.5836450702,Divide
Song_3649,Adele,Hip-hop,56,195070,93.47961246,0.2795181694,0.5792724655,"When We All Fall Asleep, Where Do We Go?"
Song_4622,Ed Sheeran,Pop,83,153484,187.6104923,0.9620244135,0.8094657579,1989
Song_5256,Billie Eilish,Country,41,202611,101.0788404,0.2554553365,0.574600355,"When We All Fall Asleep, Where Do We Go?"
Song_6128,Coldplay,Rock,34,165489,110.1920356,0.7405959583,0.3138578452,"When We All Fall Asleep, Where Do We Go?"
Song_6658,Taylor Swift,Electronic,83,214451,162.6502865,0.6659899545,0.3377233025,Hollywood's Bleeding
Song_6725,Billie Eilish,Hip-hop,51,191335,174.7926767,0.7265213337,0.5923250087,"Thank U, Next"
Song_6841,Bruno Mars,Hip-hop,67,167601,118.8983665,0.1382602368,0.8958857955,Purpose
Song_7279,Taylor Swift,Indie,56,297268,174.4126385,0.06226834046,0.9570361007,"Thank U, Next"
Song_7848,Ariana Grande,Hip-hop,45,248475,188.4409051,0.5521775235,0.8327524406,Scorpion
Song_8381,Billie Eilish,Country,67,218555,69.45878098,0.5497788286,0.255035434,"When We All Fall Asleep, Where Do We Go?"
Song_8431,Taylor Swift,R&B,28,209747,84.64654451,0.9197695646,0.5223473753,the bottom
Song_8805,Imagine Dragons,Reggae,52,171963,63.48397776,0.3936333276,0.7437261291,Divide
Song_9028,Bruno Mars,Jazz,66,174495,134.403902,0.2106400121,0.8099822298,Hollywood's Bleeding
Song_9727,Bruno Mars,Rock,35,222368,188.8538112,0.5326550822,0.6940965759,After Hours
Song_9834,Taylor Swift,Country,1,243012,111.0434585,0.1240409761,0.4395073731,Hollywood's Bleeding
Song_9920,Rihanna,Electronic,20,167233,110.4064492,0.02510586222,0.8616833124,"Thank U, Next"
Song_9988,Kendrick Lamar,Indie,17,253121,189.9903887,0.1583539901,0.2911659396,Purpose
Song_427,Lady Gaga,Rock,33,201910,150.0657388,0.9872038835,0.177665283,Lemonade
Song_629,Shawn Mendes,Reggae,12,263174,60.93508734,0.0955239454,0.8020736348,"When We All Fall Asleep, Where Do We Go?"
Song_2160,Sia,Country,54,270082,52.88117491,0.9306982193,0.01732632937,Lemonade
Song_2476,Justin Bieber,Hip-hop,2,164924,180.1789162,0.4191861413,0.07767530419,Scorpion
Song_5097,Kendrick Lamar,Pop,53,289948,143.1508358,0.2902444742,0.1263598563,1989
Song_942,Rihanna,Reggae,28,246765,104.722855,0.8963388161,0.5393015828,Lemonade
Song_1223,Sam Smith,Country,44,256444,164.1525042,0.6404939786,0.01016317108,Hollywood's Bleeding
Song_1713,Ariana Grande,Country,88,226571,88.01567243,0.5597634928,0.05013096939,Divide
Song_2320,Justin Bieber,Country,34,254446,72.0955318,0.00411385979,0.08242908239,Lemonade
Song_2972,Drake,Country,21,196474,142.8932354,0.9577537412,0.02841012876,Chromatica
Song_3679,Lady Gaga,Country,94,298951,62.27916113,0.6937759985,0.3995985053,Purpose
Song_4045,Coldplay,Folk,12,207606,137.9289213,0.1296980901,0.3984204163,Lemonade
Song_4833,Justin Bieber,Jazz,80,181254,123.2740756,0.2090631005,0.3779452733,1989
Song_6188,Sia,Electronic,71,170594,127.8773475,0.9006429632,0.8193181704,Hollywood's Bleeding
Song_6480,Drake,Electronic,64,175178,138.2487622,0.8820147415,0.9029671248,Hollywood's Bleeding
Song_6483,Kendrick Lamar,Folk,24,255078,140.3422882,0.9646495284,0.9812161043,Lemonade
Song_6734,The Weeknd,Electronic,84,251186,185.89694,0.2381408702,0.3170805665,Lemonade
Song_1057,Justin Bieber,R&B,40,280803,84.40844283,0.9496193513,0.3140791799,Hollywood's Bleeding
Song_1530,Billie Eilish,Country,65,172716,150.1462859,0.2053668909,0.2715186966,1989
Song_1717,Kendrick Lamar,Rock,35,170240,111.6668189,0.5551675509,0.01392420004,"Thank U, Next"
Song_1779,Ed Sheeran,Folk,76,225690,89.74323672,0.6041194188,0.1617258681,Chromatica
Song_1897,Kendrick Lamar,Electronic,58,190323,192.4630769,0.6866902689,0.08817051764,Purpose
Song_1973,Adele,Folk,73,297622,125.5641047,0.2329769693,0.8362803366,After Hours
Song_2309,Adele,R&B,69,264732,79.29861731,0.2043022359,0.3277713792,"Thank U, Next"
Song_5258,Adele,Hip-hop,28,226565,132.1082456,0.9677704355,0.5536669202,Scorpion
Song_5344,gracie abrams,Hip-hop,78,156401,140.5394071,0.06861747439,0.4189596754,the bottom
Song_5560,gracie abrams,Pop,8,214329,82.46510806,0.2870703642,0.03862261825,1989
Song_6217,Post Malone,Reggae,36,296747,119.7967639,0.05364868803,0.3214705592,Purpose
Song_7201,Drake,Folk,44,158197,127.0412054,0.9134501705,0.1921195902,1989
Song_7611,Imagine Dragons,Rock,62,192901,188.4340821,0.1709211809,0.3993237654,Purpose
Song_7719,The Weeknd,Jazz,34,257882,178.1501409,0.9995138765,0.4006169858,Lemonade
Song_9784,Kendrick Lamar,Jazz,90,271265,121.4531208,0.9082683424,0.6694064445,Purpose
Song_559,Bruno Mars,Indie,27,245066,146.0247079,0.7829274444,0.05277251859,Divide
Song_3248,Sia,Reggae,4,291897,55.91804837,0.6739225171,0.9627207018,After Hours
Song_3971,Ariana Grande,R&B,20,238627,192.4809743,0.1265969306,0.7018591911,After Hours
Song_5119,Ariana Grande,Indie,29,210026,129.1222934,0.9987086305,0.7794805504,Chromatica
Song_5622,Ariana Grande,Electronic,46,159451,185.9205508,0.9002268411,0.02595843525,Chromatica
Song_7908,Coldplay,Pop,21,282570,102.6353338,0.9399141396,0.1607167307,Purpose
Song_9659,Bruno Mars,Rock,18,218030,141.3611893,0.4714658044,0.08731150968,Purpose
Song_9836,Adele,Folk,3,150164,80.3759025,0.6820161473,0.5730922839,Hollywood's Bleeding
Song_778,Coldplay,Folk,11,179807,186.1493645,0.5660713723,0.6788688927,Scorpion
Song_1755,Sam Smith,Jazz,7,159295,80.41562723,0.8946413474,0.4340445836,Divide
Song_1785,Drake,Jazz,19,208646,54.6566377,0.2903279507,0.4266790098,Scorpion
Song_2033,Kendrick Lamar,Electronic,57,156390,167.4940213,0.4005900491,0.3042592587,"When We All Fall Asleep, Where Do We Go?"
Song_3071,Beyoncé,Indie,44,217076,161.2433186,0.6351280098,0.5807866734,1989
Song_4710,Adele,Rock,22,295465,50.83880036,0.9266466884,0.8588362027,the bottom
Song_4923,Billie Eilish,Folk,78,231407,185.5264742,0.1258347507,0.5583013655,the bottom
Song_5570,Drake,Folk,65,257181,66.45263446,0.8244264914,0.7982830433,Purpose
Song_6619,Bruno Mars,Indie,23,152451,70.11359567,0.5095894133,0.1819898741,Lemonade
Song_8494,Coldplay,Country,46,298046,67.58268874,0.1022883473,0.613956616,"Thank U, Next"
Song_2214,Bruno Mars,Pop,24,237801,117.1440221,0.689324747,0.5810088442,Divide
Song_2995,gracie abrams,Hip-hop,4,296715,181.4471193,0.1190933348,0.2249827727,the bottom
Song_4753,Justin Bieber,Country,76,286590,105.8060389,0.2031375135,0.08438779457,Purpose
Song_5840,Kanye West,R&B,32,216104,61.31634736,0.8760064648,0.3316091941,the bottom
Song_6257,Taylor Swift,Pop,93,194238,170.7110626,0.06478855577,0.8531861332,"Thank U, Next"
Song_6438,gracie abrams,Pop,14,191453,173.2240041,0.8189314179,0.697236804,the bottom
Song_7073,Taylor Swift,R&B,11,293711,131.0485337,0.8846713655,0.6950415254,Chromatica
Song_7152,Coldplay,R&B,59,281491,126.4521048,0.4045097191,0.5595945582,"Thank U, Next"
Song_7718,Coldplay,Electronic,59,256204,187.0222476,0.4549300969,0.9166042215,"When We All Fall Asleep, Where Do We Go?"
Song_7920,Bruno Mars,Country,36,278182,128.3172352,0.06292091546,0.8482069424,"Thank U, Next"
Song_8294,Ed Sheeran,Indie,35,255406,187.6469456,0.6175804944,0.3130571295,Hollywood's Bleeding
Song_8770,Justin Bieber,Jazz,28,262050,187.3051934,0.03904544564,0.7423414185,"Thank U, Next"
Song_9241,The Weeknd,Reggae,97,262247,80.8044023,0.2154533971,0.6303258622,the bottom
Song_380,Kendrick Lamar,Folk,76,172186,63.92625359,0.3492457908,0.3046212277,Divide
Song_890,Rihanna,Folk,27,250389,94.55630152,0.7674306558,0.01227096103,the bottom
Song_1498,Billie Eilish,Reggae,16,225485,146.8923353,0.4939968366,0.9510969307,1989
Song_1656,Shawn Mendes,Jazz,72,237081,107.6064629,0.1858402672,0.2795438303,Purpose
Song_3183,Lady Gaga,R&B,61,197931,134.9580432,0.9981914021,0.3781447666,"When We All Fall Asleep, Where Do We Go?"
Song_3237,Sam Smith,Folk,45,211483,54.80034612,0.6399230804,0.2502946113,Scorpion
Song_3549,The Weeknd,Hip-hop,17,285074,150.0853478,0.04117397979,0.3755658614,"Thank U, Next"
Song_4801,The Weeknd,Indie,76,267494,125.8366896,0.5317412972,0.6357617865,Divide
Song_4889,gracie abrams,Electronic,36,220479,73.29994696,0.7872543682,0.494627538,Chromatica
Song_6274,Beyoncé,Electronic,27,274207,121.4507542,0.7097405103,0.3151036036,Lemonade
Song_6347,Drake,Folk,93,183091,58.39117231,0.1802834586,0.0180976291,After Hours
Song_7437,Coldplay,Electronic,59,187525,71.95745897,0.4641811398,0.472182353,Divide
Song_8090,Justin Bieber,R&B,32,206431,66.39174066,0.5789269224,0.2923144487,Chromatica
Song_633,Kendrick Lamar,Indie,7,246433,146.4178667,0.3778575529,0.571154422,Scorpion
Song_1945,Ariana Grande,Jazz,82,198653,89.23902888,0.06012951293,0.3870449313,Purpose
Song_2020,Coldplay,Rock,75,176565,53.58148505,0.408219321,0.5488062786,Purpose
Song_2403,Kanye West,Indie,51,160193,170.014472,0.140799836,0.7203831338,"Thank U, Next"
Song_3086,Justin Bieber,Jazz,11,177132,92.46306506,0.6863548154,0.8199721034,Lemonade
Song_3781,Ed Sheeran,Indie,70,215368,114.3514835,0.4914832179,0.5949526609,Lemonade
Song_6416,Coldplay,Reggae,28,156194,183.2530503,0.363997706,0.6748679181,"When We All Fall Asleep, Where Do We Go?"
Song_7831,Drake,Hip-hop,13,237431,135.7978343,0.4481305339,0.9211534884,After Hours
Song_7839,Drake,Rock,93,266581,180.2747621,0.9374360106,0.5871921481,"Thank U, Next"
Song_8545,Ariana Grande,Hip-hop,22,202494,122.8681731,0.3437420731,0.5937093629,Lemonade
Song_8870,gracie abrams,Hip-hop,26,267464,148.5007808,0.1461197768,0.7297616259,Chromatica
Song_86,Sia,Reggae,89,206660,170.814034,0.829377421,0.5357458301,Lemonade
Song_210,Sam Smith,Indie,46,265661,121.3567647,0.9337509655,0.4390852147,Purpose
Song_1809,Lady Gaga,Hip-hop,84,268681,197.6997375,0.8808855899,0.6265329176,"Thank U, Next"
Song_2689,Ed Sheeran,Folk,12,150524,173.0600169,0.7767236914,0.539962168,the bottom
Song_5501,Billie Eilish,Indie,12,259749,162.6502024,0.4395662288,0.2535176646,1989
Song_6441,Sam Smith,Rock,28,271296,76.2525364,0.7164798237,0.2315349123,Lemonade
Song_6823,Sam Smith,Hip-hop,85,150153,146.1058471,0.02293032827,0.7450315484,"When We All Fall Asleep, Where Do We Go?"
Song_7204,Justin Bieber,Country,71,240148,193.7202335,0.2907439318,0.3880328956,the bottom
Song_7613,Post Malone,Country,66,185083,108.8993804,0.4402698716,0.549705131,Chromatica
Song_8861,Kanye West,Electronic,37,285769,189.8441233,0.502535046,0.3532669246,After Hours
Song_9233,The Weeknd,Jazz,80,219844,72.29432698,0.6592270195,0.7750069969,Scorpion
Song_9912,Lady Gaga,Hip-hop,18,286836,177.5294822,0.0403460782,0.9374463357,"Thank U, Next"
Song_690,gracie abrams,Rock,13,220774,100.3315508,0.4530748609,0.2835067595,1989
Song_767,Drake,Pop,54,267573,125.4450943,0.7454801554,0.6086201335,1989
Song_1098,Beyoncé,Pop,63,220490,51.87061524,0.7755697785,0.05318402912,"Thank U, Next"
Song_3018,Justin Bieber,Folk,84,212937,103.3118329,0.691772253,0.7569212319,"Thank U, Next"
Song_3520,Kendrick Lamar,Hip-hop,11,245436,66.48077605,0.1878244055,0.2002911877,"Thank U, Next"
Song_4567,Adele,Folk,72,172299,128.9871084,0.6221611237,0.2162464235,1989
Song_5409,Beyoncé,Folk,81,234625,135.1959259,0.3169516201,0.7450708073,"When We All Fall Asleep, Where Do We Go?"
Song_6755,Justin Bieber,Reggae,5,258090,167.5805644,0.4234023003,0.5068423692,Chromatica
Song_6757,Justin Bieber,Rock,48,230536,155.0020126,0.7947157317,0.04284581026,After Hours
Song_7522,Beyoncé,Country,17,175804,66.6138447,0.6236804273,0.3992195274,After Hours
Song_128,Ed Sheeran,Jazz,81,285122,105.4565905,0.3384649328,0.7245993865,1989
Song_964,Imagine Dragons,Pop,54,181460,116.1626413,0.4150736803,0.8553091282,1989
Song_1405,Imagine Dragons,Hip-hop,2,173654,162.9751719,0.7074327861,0.670058541,Hollywood's Bleeding
Song_1697,Rihanna,Reggae,71,196365,99.3776061,0.4862656778,0.3849443036,Scorpion
Song_1992,Ed Sheeran,R&B,3,278666,63.14123851,0.6929843956,0.6826257012,1989
Song_2349,Coldplay,Jazz,37,263431,124.21487,0.9813003907,0.4417409452,Chromatica
Song_3692,Lady Gaga,Folk,49,175781,65.98425204,0.5805209179,0.2871001666,Purpose
Song_6382,gracie abrams,Country,3,167888,149.773216,0.04354275519,0.8310244635,the bottom
Song_8002,Adele,Pop,7,165167,168.5877533,0.9330633852,0.7765511775,"Thank U, Next"
Song_8701,Ariana Grande,Pop,10,297673,110.1529718,0.4751977305,0.7303095171,Hollywood's Bleeding
Song_3031,Post Malone,R&B,94,293855,166.3325185,0.6305246719,0.3894663633,Chromatica
Song_3386,Justin Bieber,Folk,32,246760,148.5243456,0.0164011153,0.07553927243,Hollywood's Bleeding
Song_4380,Justin Bieber,Electronic,3,207065,156.266789,0.7191161997,0.4269446215,Hollywood's Bleeding
Song_5293,Rihanna,Indie,63,230533,160.6670803,0.2243694557,0.03352497414,"When We All Fall Asleep, Where Do We Go?"
Song_5584,Sia,R&B,70,272463,55.37328878,0.02474339973,0.4372005228,Divide
Song_6268,Sam Smith,Folk,53,189951,130.9278123,0.7153986966,0.1041957229,1989
Song_6607,Taylor Swift,Pop,59,262590,63.01769484,0.9983112154,0.774370989,Hollywood's Bleeding
Song_6646,Shawn Mendes,Hip-hop,30,164528,63.23595095,0.3968018124,0.2434942884,"Thank U, Next"
Song_3044,Ariana Grande,Electronic,17,235166,136.0123243,0.0789041257,0.2977825071,the bottom
Song_4543,Sia,Country,98,255853,143.4553587,0.6790499689,0.155163501,1989
Song_5731,gracie abrams,Pop,80,242726,126.3202016,0.8280180283,0.9047299788,"When We All Fall Asleep, Where Do We Go?"
Song_7720,Taylor Swift,Jazz,23,293702,112.5157613,0.8391485536,0.03034851416,Purpose
Song_757,Kendrick Lamar,Rock,79,231380,126.6565274,0.3219909672,0.7364412485,Lemonade
Song_4224,Sam Smith,Indie,62,226437,80.49810435,0.07260047458,0.1823991341,"When We All Fall Asleep, Where Do We Go?"
Song_4454,Lady Gaga,Electronic,78,259791,59.42922817,0.5588608297,0.6991738497,"When We All Fall Asleep, Where Do We Go?"
Song_6224,Drake,Country,72,160471,116.2459579,0.5690359092,0.949434344,"Thank U, Next"
Song_6714,Lady Gaga,Electronic,96,231123,51.40227357,0.02512493781,0.5256128547,the bottom
Song_8113,Coldplay,Folk,37,177480,126.5451829,0.09767541929,0.1270621921,Scorpion
Song_9132,Post Malone,Hip-hop,91,179651,70.30473714,0.6743694889,0.9007827172,After Hours
Song_327,gracie abrams,Country,66,216083,175.4018585,0.1047903295,0.7346146423,1989
Song_621,Ariana Grande,Electronic,6,289924,174.9858993,0.618231185,0.9324204445,the bottom
Song_2109,Ariana Grande,Electronic,31,184933,85.10414738,0.9218633519,0.4813038992,Hollywood's Bleeding
Song_3646,Drake,Country,75,288950,75.08190215,0.05704601415,0.9538173898,Scorpion
Song_5638,Rihanna,Rock,89,168433,151.2776585,0.2655005026,0.5077670977,"When We All Fall Asleep, Where Do We Go?"
